UnitedHealthcare180,Choice Plus180,PR180,Kazuma180,D180,Nakagawa180,MD180,,https://connect.werally.com/provider/0003098168-kazuma-nakagawa180,Baldorioty 1950,Moca180,PR180,6761,80854359680,,Hospitalist180,18816745570,https://npiregistry.cms.hhs.gov/registry/provider-view/18816745391,https://npiregistry.cms.hhs.gov/registry/search-results-table?number=18816745391,KAZUMA180,,NAKAGAWA180,Individual180,1480 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET51,HONOLULU180,HI180,96813-24200,808-691-46171,808-691-40011,Psychiatry & Neurology Neurocritical Care180,1480 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET5, HONOLULU,A180
UnitedHealthcare181,Choice Plus181,PR181,Kazuma181,D181,Nakagawa181,MD181,,https://connect.werally.com/provider/0003098168-kazuma-nakagawa181,Baldorioty 1951,Moca181,PR181,6761,80854359681,,Hospitalist181,18816745571,https://npiregistry.cms.hhs.gov/registry/provider-view/18816745391,https://npiregistry.cms.hhs.gov/registry/search-results-table?number=18816745391,KAZUMA181,,NAKAGAWA181,Individual181,1481 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET51,HONOLULU181,HI181,96813-24201,808-691-46171,808-691-40011,Psychiatry & Neurology Neurocritical Care181,1481 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET5, HONOLULU,A181
UnitedHealthcare182,Choice Plus182,PR182,Kazuma182,D182,Nakagawa182,MD182,,https://connect.werally.com/provider/0003098168-kazuma-nakagawa182,Baldorioty 1952,Moca182,PR182,6761,80854359682,,Hospitalist182,18816745572,https://npiregistry.cms.hhs.gov/registry/provider-view/18816745391,https://npiregistry.cms.hhs.gov/registry/search-results-table?number=18816745391,KAZUMA182,,NAKAGAWA182,Individual182,1482 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET51,HONOLULU182,HI182,96813-24202,808-691-46171,808-691-40011,Psychiatry & Neurology Neurocritical Care182,1482 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET5, HONOLULU,A182
UnitedHealthcare183,Choice Plus183,PR183,Kazuma183,D183,Nakagawa183,MD183,,https://connect.werally.com/provider/0003098168-kazuma-nakagawa183,Baldorioty 1953,Moca183,PR183,6761,80854359683,,Hospitalist183,18816745573,https://npiregistry.cms.hhs.gov/registry/provider-view/18816745391,https://npiregistry.cms.hhs.gov/registry/search-results-table?number=18816745391,KAZUMA183,,NAKAGAWA183,Individual183,1483 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET51,HONOLULU183,HI183,96813-24203,808-691-46171,808-691-40011,Psychiatry & Neurology Neurocritical Care183,1483 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET5, HONOLULU,A183
UnitedHealthcare184,Choice Plus184,PR184,Kazuma184,D184,Nakagawa184,MD184,,https://connect.werally.com/provider/0003098168-kazuma-nakagawa184,Baldorioty 1954,Moca184,PR184,6761,80854359684,,Hospitalist184,18816745574,https://npiregistry.cms.hhs.gov/registry/provider-view/18816745391,https://npiregistry.cms.hhs.gov/registry/search-results-table?number=18816745391,KAZUMA184,,NAKAGAWA184,Individual184,1484 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET51,HONOLULU184,HI184,96813-24204,808-691-46171,808-691-40011,Psychiatry & Neurology Neurocritical Care184,1484 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET5, HONOLULU,A184
UnitedHealthcare185,Choice Plus185,PR185,Kazuma185,D185,Nakagawa185,MD185,,https://connect.werally.com/provider/0003098168-kazuma-nakagawa185,Baldorioty 1955,Moca185,PR185,6761,80854359685,,Hospitalist185,18816745575,https://npiregistry.cms.hhs.gov/registry/provider-view/18816745391,https://npiregistry.cms.hhs.gov/registry/search-results-table?number=18816745391,KAZUMA185,,NAKAGAWA185,Individual185,1485 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET51,HONOLULU185,HI185,96813-24205,808-691-46171,808-691-40011,Psychiatry & Neurology Neurocritical Care185,1485 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET5, HONOLULU,A185
UnitedHealthcare186,Choice Plus186,PR186,Kazuma186,D186,Nakagawa186,MD186,,https://connect.werally.com/provider/0003098168-kazuma-nakagawa186,Baldorioty 1956,Moca186,PR186,6761,80854359686,,Hospitalist186,18816745576,https://npiregistry.cms.hhs.gov/registry/provider-view/18816745391,https://npiregistry.cms.hhs.gov/registry/search-results-table?number=18816745391,KAZUMA186,,NAKAGAWA186,Individual186,1486 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET51,HONOLULU186,HI186,96813-24206,808-691-46171,808-691-40011,Psychiatry & Neurology Neurocritical Care186,1486 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET5, HONOLULU,A186
UnitedHealthcare187,Choice Plus187,PR187,Kazuma187,D187,Nakagawa187,MD187,,https://connect.werally.com/provider/0003098168-kazuma-nakagawa187,Baldorioty 1957,Moca187,PR187,6761,80854359687,,Hospitalist187,18816745577,https://npiregistry.cms.hhs.gov/registry/provider-view/18816745391,https://npiregistry.cms.hhs.gov/registry/search-results-table?number=18816745391,KAZUMA187,,NAKAGAWA187,Individual187,1487 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET51,HONOLULU187,HI187,96813-24207,808-691-46171,808-691-40011,Psychiatry & Neurology Neurocritical Care187,1487 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET5, HONOLULU,A187
UnitedHealthcare188,Choice Plus188,PR188,Kazuma188,D188,Nakagawa188,MD188,,https://connect.werally.com/provider/0003098168-kazuma-nakagawa188,Baldorioty 1958,Moca188,PR188,6761,80854359688,,Hospitalist188,18816745578,https://npiregistry.cms.hhs.gov/registry/provider-view/18816745391,https://npiregistry.cms.hhs.gov/registry/search-results-table?number=18816745391,KAZUMA188,,NAKAGAWA188,Individual188,1488 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET51,HONOLULU188,HI188,96813-24208,808-691-46171,808-691-40011,Psychiatry & Neurology Neurocritical Care188,1488 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET5, HONOLULU,A188
UnitedHealthcare189,Choice Plus189,PR189,Kazuma189,D189,Nakagawa189,MD189,,https://connect.werally.com/provider/0003098168-kazuma-nakagawa189,Baldorioty 1959,Moca189,PR189,6761,80854359689,,Hospitalist189,18816745579,https://npiregistry.cms.hhs.gov/registry/provider-view/18816745391,https://npiregistry.cms.hhs.gov/registry/search-results-table?number=18816745391,KAZUMA189,,NAKAGAWA189,Individual189,1489 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET51,HONOLULU189,HI189,96813-24209,808-691-46171,808-691-40011,Psychiatry & Neurology Neurocritical Care189,1489 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET5, HONOLULU,A189
UnitedHealthcare190,Choice Plus190,PR190,Kazuma190,D190,Nakagawa190,MD190,,https://connect.werally.com/provider/0003098168-kazuma-nakagawa190,Baldorioty 1960,Moca190,PR190,6761,80854359690,,Hospitalist190,18816745580,https://npiregistry.cms.hhs.gov/registry/provider-view/18816745391,https://npiregistry.cms.hhs.gov/registry/search-results-table?number=18816745391,KAZUMA190,,NAKAGAWA190,Individual190,1490 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET51,HONOLULU190,HI190,96813-24210,808-691-46171,808-691-40011,Psychiatry & Neurology Neurocritical Care190,1490 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET5, HONOLULU,A190
UnitedHealthcare191,Choice Plus191,PR191,Kazuma191,D191,Nakagawa191,MD191,,https://connect.werally.com/provider/0003098168-kazuma-nakagawa191,Baldorioty 1961,Moca191,PR191,6761,80854359691,,Hospitalist191,18816745581,https://npiregistry.cms.hhs.gov/registry/provider-view/18816745391,https://npiregistry.cms.hhs.gov/registry/search-results-table?number=18816745391,KAZUMA191,,NAKAGAWA191,Individual191,1491 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET51,HONOLULU191,HI191,96813-24211,808-691-46171,808-691-40011,Psychiatry & Neurology Neurocritical Care191,1491 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET5, HONOLULU,A191
UnitedHealthcare192,Choice Plus192,PR192,Kazuma192,D192,Nakagawa192,MD192,,https://connect.werally.com/provider/0003098168-kazuma-nakagawa192,Baldorioty 1962,Moca192,PR192,6761,80854359692,,Hospitalist192,18816745582,https://npiregistry.cms.hhs.gov/registry/provider-view/18816745391,https://npiregistry.cms.hhs.gov/registry/search-results-table?number=18816745391,KAZUMA192,,NAKAGAWA192,Individual192,1492 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET51,HONOLULU192,HI192,96813-24212,808-691-46171,808-691-40011,Psychiatry & Neurology Neurocritical Care192,1492 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET5, HONOLULU,A192
UnitedHealthcare193,Choice Plus193,PR193,Kazuma193,D193,Nakagawa193,MD193,,https://connect.werally.com/provider/0003098168-kazuma-nakagawa193,Baldorioty 1963,Moca193,PR193,6761,80854359693,,Hospitalist193,18816745583,https://npiregistry.cms.hhs.gov/registry/provider-view/18816745391,https://npiregistry.cms.hhs.gov/registry/search-results-table?number=18816745391,KAZUMA193,,NAKAGAWA193,Individual193,1493 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET51,HONOLULU193,HI193,96813-24213,808-691-46171,808-691-40011,Psychiatry & Neurology Neurocritical Care193,1493 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET5, HONOLULU,A193
UnitedHealthcare194,Choice Plus194,PR194,Kazuma194,D194,Nakagawa194,MD194,,https://connect.werally.com/provider/0003098168-kazuma-nakagawa194,Baldorioty 1964,Moca194,PR194,6761,80854359694,,Hospitalist194,18816745584,https://npiregistry.cms.hhs.gov/registry/provider-view/18816745391,https://npiregistry.cms.hhs.gov/registry/search-results-table?number=18816745391,KAZUMA194,,NAKAGAWA194,Individual194,1494 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET51,HONOLULU194,HI194,96813-24214,808-691-46171,808-691-40011,Psychiatry & Neurology Neurocritical Care194,1494 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET5, HONOLULU,A194
UnitedHealthcare195,Choice Plus195,PR195,Kazuma195,D195,Nakagawa195,MD195,,https://connect.werally.com/provider/0003098168-kazuma-nakagawa195,Baldorioty 1965,Moca195,PR195,6761,80854359695,,Hospitalist195,18816745585,https://npiregistry.cms.hhs.gov/registry/provider-view/18816745391,https://npiregistry.cms.hhs.gov/registry/search-results-table?number=18816745391,KAZUMA195,,NAKAGAWA195,Individual195,1495 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET51,HONOLULU195,HI195,96813-24215,808-691-46171,808-691-40011,Psychiatry & Neurology Neurocritical Care195,1495 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET5, HONOLULU,A195
UnitedHealthcare196,Choice Plus196,PR196,Kazuma196,D196,Nakagawa196,MD196,,https://connect.werally.com/provider/0003098168-kazuma-nakagawa196,Baldorioty 1966,Moca196,PR196,6761,80854359696,,Hospitalist196,18816745586,https://npiregistry.cms.hhs.gov/registry/provider-view/18816745391,https://npiregistry.cms.hhs.gov/registry/search-results-table?number=18816745391,KAZUMA196,,NAKAGAWA196,Individual196,1496 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET51,HONOLULU196,HI196,96813-24216,808-691-46171,808-691-40011,Psychiatry & Neurology Neurocritical Care196,1496 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET5, HONOLULU,A196
UnitedHealthcare197,Choice Plus197,PR197,Kazuma197,D197,Nakagawa197,MD197,,https://connect.werally.com/provider/0003098168-kazuma-nakagawa197,Baldorioty 1967,Moca197,PR197,6761,80854359697,,Hospitalist197,18816745587,https://npiregistry.cms.hhs.gov/registry/provider-view/18816745391,https://npiregistry.cms.hhs.gov/registry/search-results-table?number=18816745391,KAZUMA197,,NAKAGAWA197,Individual197,1497 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET51,HONOLULU197,HI197,96813-24217,808-691-46171,808-691-40011,Psychiatry & Neurology Neurocritical Care197,1497 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET5, HONOLULU,A197
UnitedHealthcare198,Choice Plus198,PR198,Kazuma198,D198,Nakagawa198,MD198,,https://connect.werally.com/provider/0003098168-kazuma-nakagawa198,Baldorioty 1968,Moca198,PR198,6761,80854359698,,Hospitalist198,18816745588,https://npiregistry.cms.hhs.gov/registry/provider-view/18816745391,https://npiregistry.cms.hhs.gov/registry/search-results-table?number=18816745391,KAZUMA198,,NAKAGAWA198,Individual198,1498 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET51,HONOLULU198,HI198,96813-24218,808-691-46171,808-691-40011,Psychiatry & Neurology Neurocritical Care198,1498 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET5, HONOLULU,A198
UnitedHealthcare199,Choice Plus199,PR199,Kazuma199,D199,Nakagawa199,MD199,,https://connect.werally.com/provider/0003098168-kazuma-nakagawa199,Baldorioty 1969,Moca199,PR199,6761,80854359699,,Hospitalist199,18816745589,https://npiregistry.cms.hhs.gov/registry/provider-view/18816745391,https://npiregistry.cms.hhs.gov/registry/search-results-table?number=18816745391,KAZUMA199,,NAKAGAWA199,Individual199,1499 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET51,HONOLULU199,HI199,96813-24219,808-691-46171,808-691-40011,Psychiatry & Neurology Neurocritical Care199,1499 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET5, HONOLULU,A199
UnitedHealthcare200,Choice Plus200,PR200,Kazuma200,D200,Nakagawa200,MD200,,https://connect.werally.com/provider/0003098168-kazuma-nakagawa200,Baldorioty 1970,Moca200,PR200,6761,80854359700,,Hospitalist200,18816745590,https://npiregistry.cms.hhs.gov/registry/provider-view/18816745391,https://npiregistry.cms.hhs.gov/registry/search-results-table?number=18816745391,KAZUMA200,,NAKAGAWA200,Individual200,1500 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET51,HONOLULU200,HI200,96813-24220,808-691-46171,808-691-40011,Psychiatry & Neurology Neurocritical Care200,1500 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET5, HONOLULU,A200
UnitedHealthcare201,Choice Plus201,PR201,Kazuma201,D201,Nakagawa201,MD201,,https://connect.werally.com/provider/0003098168-kazuma-nakagawa201,Baldorioty 1971,Moca201,PR201,6761,80854359701,,Hospitalist201,18816745591,https://npiregistry.cms.hhs.gov/registry/provider-view/18816745391,https://npiregistry.cms.hhs.gov/registry/search-results-table?number=18816745391,KAZUMA201,,NAKAGAWA201,Individual201,1501 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET51,HONOLULU201,HI201,96813-24221,808-691-46171,808-691-40011,Psychiatry & Neurology Neurocritical Care201,1501 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET5, HONOLULU,A201
UnitedHealthcare202,Choice Plus202,PR202,Kazuma202,D202,Nakagawa202,MD202,,https://connect.werally.com/provider/0003098168-kazuma-nakagawa202,Baldorioty 1972,Moca202,PR202,6761,80854359702,,Hospitalist202,18816745592,https://npiregistry.cms.hhs.gov/registry/provider-view/18816745391,https://npiregistry.cms.hhs.gov/registry/search-results-table?number=18816745391,KAZUMA202,,NAKAGAWA202,Individual202,1502 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET51,HONOLULU202,HI202,96813-24222,808-691-46171,808-691-40011,Psychiatry & Neurology Neurocritical Care202,1502 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET5, HONOLULU,A202
UnitedHealthcare203,Choice Plus203,PR203,Kazuma203,D203,Nakagawa203,MD203,,https://connect.werally.com/provider/0003098168-kazuma-nakagawa203,Baldorioty 1973,Moca203,PR203,6761,80854359703,,Hospitalist203,18816745593,https://npiregistry.cms.hhs.gov/registry/provider-view/18816745391,https://npiregistry.cms.hhs.gov/registry/search-results-table?number=18816745391,KAZUMA203,,NAKAGAWA203,Individual203,1503 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET51,HONOLULU203,HI203,96813-24223,808-691-46171,808-691-40011,Psychiatry & Neurology Neurocritical Care203,1503 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET5, HONOLULU,A203
UnitedHealthcare204,Choice Plus204,PR204,Kazuma204,D204,Nakagawa204,MD204,,https://connect.werally.com/provider/0003098168-kazuma-nakagawa204,Baldorioty 1974,Moca204,PR204,6761,80854359704,,Hospitalist204,18816745594,https://npiregistry.cms.hhs.gov/registry/provider-view/18816745391,https://npiregistry.cms.hhs.gov/registry/search-results-table?number=18816745391,KAZUMA204,,NAKAGAWA204,Individual204,1504 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET51,HONOLULU204,HI204,96813-24224,808-691-46171,808-691-40011,Psychiatry & Neurology Neurocritical Care204,1504 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET5, HONOLULU,A204
UnitedHealthcare205,Choice Plus205,PR205,Kazuma205,D205,Nakagawa205,MD205,,https://connect.werally.com/provider/0003098168-kazuma-nakagawa205,Baldorioty 1975,Moca205,PR205,6761,80854359705,,Hospitalist205,18816745595,https://npiregistry.cms.hhs.gov/registry/provider-view/18816745391,https://npiregistry.cms.hhs.gov/registry/search-results-table?number=18816745391,KAZUMA205,,NAKAGAWA205,Individual205,1505 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET51,HONOLULU205,HI205,96813-24225,808-691-46171,808-691-40011,Psychiatry & Neurology Neurocritical Care205,1505 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET5, HONOLULU,A205
UnitedHealthcare206,Choice Plus206,PR206,Kazuma206,D206,Nakagawa206,MD206,,https://connect.werally.com/provider/0003098168-kazuma-nakagawa206,Baldorioty 1976,Moca206,PR206,6761,80854359706,,Hospitalist206,18816745596,https://npiregistry.cms.hhs.gov/registry/provider-view/18816745391,https://npiregistry.cms.hhs.gov/registry/search-results-table?number=18816745391,KAZUMA206,,NAKAGAWA206,Individual206,1506 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET51,HONOLULU206,HI206,96813-24226,808-691-46171,808-691-40011,Psychiatry & Neurology Neurocritical Care206,1506 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET5, HONOLULU,A206
UnitedHealthcare207,Choice Plus207,PR207,Kazuma207,D207,Nakagawa207,MD207,,https://connect.werally.com/provider/0003098168-kazuma-nakagawa207,Baldorioty 1977,Moca207,PR207,6761,80854359707,,Hospitalist207,18816745597,https://npiregistry.cms.hhs.gov/registry/provider-view/18816745391,https://npiregistry.cms.hhs.gov/registry/search-results-table?number=18816745391,KAZUMA207,,NAKAGAWA207,Individual207,1507 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET51,HONOLULU207,HI207,96813-24227,808-691-46171,808-691-40011,Psychiatry & Neurology Neurocritical Care207,1507 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET5, HONOLULU,A207
UnitedHealthcare208,Choice Plus208,PR208,Kazuma208,D208,Nakagawa208,MD208,,https://connect.werally.com/provider/0003098168-kazuma-nakagawa208,Baldorioty 1978,Moca208,PR208,6761,80854359708,,Hospitalist208,18816745598,https://npiregistry.cms.hhs.gov/registry/provider-view/18816745391,https://npiregistry.cms.hhs.gov/registry/search-results-table?number=18816745391,KAZUMA208,,NAKAGAWA208,Individual208,1508 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET51,HONOLULU208,HI208,96813-24228,808-691-46171,808-691-40011,Psychiatry & Neurology Neurocritical Care208,1508 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET5, HONOLULU,A208
UnitedHealthcare209,Choice Plus209,PR209,Kazuma209,D209,Nakagawa209,MD209,,https://connect.werally.com/provider/0003098168-kazuma-nakagawa209,Baldorioty 1979,Moca209,PR209,6761,80854359709,,Hospitalist209,18816745599,https://npiregistry.cms.hhs.gov/registry/provider-view/18816745391,https://npiregistry.cms.hhs.gov/registry/search-results-table?number=18816745391,KAZUMA209,,NAKAGAWA209,Individual209,1509 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET51,HONOLULU209,HI209,96813-24229,808-691-46171,808-691-40011,Psychiatry & Neurology Neurocritical Care209,1509 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET5, HONOLULU,A209
UnitedHealthcare210,Choice Plus210,PR210,Kazuma210,D210,Nakagawa210,MD210,,https://connect.werally.com/provider/0003098168-kazuma-nakagawa210,Baldorioty 1980,Moca210,PR210,6761,80854359710,,Hospitalist210,18816745600,https://npiregistry.cms.hhs.gov/registry/provider-view/18816745391,https://npiregistry.cms.hhs.gov/registry/search-results-table?number=18816745391,KAZUMA210,,NAKAGAWA210,Individual210,1510 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET51,HONOLULU210,HI210,96813-24230,808-691-46171,808-691-40011,Psychiatry & Neurology Neurocritical Care210,1510 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET5, HONOLULU,A210
UnitedHealthcare211,Choice Plus211,PR211,Kazuma211,D211,Nakagawa211,MD211,,https://connect.werally.com/provider/0003098168-kazuma-nakagawa211,Baldorioty 1981,Moca211,PR211,6761,80854359711,,Hospitalist211,18816745601,https://npiregistry.cms.hhs.gov/registry/provider-view/18816745391,https://npiregistry.cms.hhs.gov/registry/search-results-table?number=18816745391,KAZUMA211,,NAKAGAWA211,Individual211,1511 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET51,HONOLULU211,HI211,96813-24231,808-691-46171,808-691-40011,Psychiatry & Neurology Neurocritical Care211,1511 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET5, HONOLULU,A211
UnitedHealthcare212,Choice Plus212,PR212,Kazuma212,D212,Nakagawa212,MD212,,https://connect.werally.com/provider/0003098168-kazuma-nakagawa212,Baldorioty 1982,Moca212,PR212,6761,80854359712,,Hospitalist212,18816745602,https://npiregistry.cms.hhs.gov/registry/provider-view/18816745391,https://npiregistry.cms.hhs.gov/registry/search-results-table?number=18816745391,KAZUMA212,,NAKAGAWA212,Individual212,1512 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET51,HONOLULU212,HI212,96813-24232,808-691-46171,808-691-40011,Psychiatry & Neurology Neurocritical Care212,1512 PUNCHBOWL ST NEUROSCIENCE INSTITUTE, QET5, HONOLULU,A212
